year,age,sex,pop
1968,65,M,281947.0049699745
1968,66,F,286734.43744422693
1968,66,M,268025.1725790528
1968,67,F,308335.16712700226
1968,67,M,274059.55867020506
1968,68,F,293003.591964584
1968,68,M,257529.5748362672
1968,69,F,293340.8870287123
1968,69,M,251824.52647088183
1968,70,F,267870.87167261424
1968,70,M,226234.6118069445
1968,71,F,228041.94858317304
1968,71,M,191620.68780048774
1968,72,F,216847.0175412675
1968,72,M,177973.998371185
1968,73,F,192932.0293498265
1968,73,M,156741.3524742106
1968,74,F,170828.18601324531
1968,74,M,134238.83380659405
1968,75,F,166146.3991035183
1968,75,M,126761.85647977363
1968,76,F,153116.8643652698
1968,76,M,112969.89270661966
1968,77,F,132230.65267891283
1968,77,M,94747.40232052155
1968,78,F,124535.43118221697
1968,78,M,84985.9804931069
1968,79,F,100751.21471297777
1968,79,M,66327.89805802175
1968,80,F,101027.90702446266
1968,80,M,62525.27971248799
1968,81,F,93527.41114908791
1968,81,M,55532.8110265714
1968,82,F,76260.68770184896
1968,82,M,44661.43657005715
1968,83,F,63500.293822797525
1968,83,M,33536.37830101685
1968,84,F,48719.717466148526
1968,84,M,24611.938953305515
1968,85,F,41145.352020480634
1968,85,M,19611.8514969519
1968,86,F,33839.351103626075
1968,86,M,15142.171940250619
1968,87,F,28423.802484650474
1968,87,M,12275.46117069663
1968,88,F,22358.216564510833
1968,88,M,9296.609807123266
1968,89,F,18497.27935090415
1968,89,M,7399.2885151641485
1968,90,F,13498.09846701461
1968,90,M,5129.492197103361
1968,91,F,10756.462698369523
1968,91,M,3985.5938502197287
1968,92,F,7463.980769195867
1968,92,M,2746.464123856424
1968,93,F,5321.4090893962375
1968,93,M,1903.2033778741265
1968,94,F,3811.299453047456
1968,94,M,1476.1580883814108
1968,95,F,1649.2457889730888
1968,95,M,548.2267981544641
1968,96,F,1038.0589904429569
1968,96,M,299.4818099657132
1968,97,F,646.9272873229306
1968,97,M,184.68961017600517
1968,98,F,340.932198254873
1968,98,M,84.00692884779984
1968,99,F,181.77891549501354
1968,99,M,49.87210192886684
1968,100,F,193.65832656156596
1968,100,M,51.333241504327155
1969,0,F,895797.3797747965
1969,0,M,945078.7047817453
1969,1,F,874537.7414791462
1969,1,M,919145.0123367738
1969,2,F,847797.8024238234
1969,2,M,891356.7733623886
1969,3,F,856583.4736649273
1969,3,M,897656.3395355348
1969,4,F,652952.0942953506
1969,4,M,683125.0395208386
1969,5,F,847686.4653408143
1969,5,M,885399.1676254959
1969,6,F,797566.6826265336
1969,6,M,833496.1780476343
1969,7,F,780009.2237179745
1969,7,M,811751.8636278968
1969,8,F,747423.0775051257
1969,8,M,779985.0461456039
1969,9,F,787638.1007621507
1969,9,M,822961.8506938854
1969,10,F,759675.0994829582
1969,10,M,791111.0332757174
1969,11,F,785767.3246683183
1969,11,M,816370.9005072038
1969,12,F,774240.329689116
1969,12,M,802588.2120102458
1969,13,F,762289.3340084796
1969,13,M,790839.3708941393
1969,14,F,797978.7214359582
1969,14,M,828799.1506463991
1969,15,F,864661.4130169364
1969,15,M,893300.7631349835
1969,16,F,870026.4949035185
1969,16,M,891051.0544891108
1969,17,F,933225.6283821469
1969,17,M,947337.4513366079
1969,18,F,987254.5671290099
1969,18,M,996463.5662120532
1969,19,F,1013757.9617136752
1969,19,M,1015178.2097822827
1969,20,F,1100595.9440755437
1969,20,M,1094671.3590162515
1969,21,F,1238976.5338725732
1969,21,M,1225514.8160816557
1969,22,F,1223011.8051736008
1969,22,M,1208063.6984230727
1969,23,F,1146424.9927592715
1969,23,M,1135715.1037062232
1969,24,F,677950.4245397088
1969,24,M,670386.6223585322
1969,25,F,714439.1839752682
1969,25,M,701576.0160466763
1969,26,F,873297.0975851524
1969,26,M,851373.3268358335
1969,27,F,860396.0162939519
1969,27,M,840352.720753009
1969,28,F,911328.4425344776
1969,28,M,898068.2042695411
1969,29,F,1000511.5749221041
1969,29,M,993914.5678650697
1969,30,F,908847.9121509914
1969,30,M,904938.262811631
1969,31,F,755522.8467793307
1969,31,M,753875.6636671816
1969,32,F,832136.4680753903
1969,32,M,826864.7427696086
1969,33,F,849072.8631320596
1969,33,M,850030.6504813662
1969,34,F,823537.593139768
1969,34,M,830798.6805499286
1969,35,F,814243.3710296495
1969,35,M,820582.3141915883
1969,36,F,821541.5871705457
1969,36,M,826466.8081553795
1969,37,F,820378.7001510401
1969,37,M,825829.0250581854
1969,38,F,799636.3367691183
1969,38,M,811922.8320588551
1969,39,F,791328.7888359075
1969,39,M,798785.1448334022
1969,40,F,750301.6504543799
1969,40,M,755453.1533769475
1969,41,F,721080.9534328856
1969,41,M,720048.4291549121
1969,42,F,701985.2348386989
1969,42,M,697035.6617982374
1969,43,F,694775.3831798644
1969,43,M,676178.0929201134
1969,44,F,699994.1047097194
1969,44,M,663470.8711536673
1969,45,F,679464.849540858
1969,45,M,618670.9240422937
1969,46,F,629511.5155741338
1969,46,M,542936.7226484598
1969,47,F,620317.3823543135
1969,47,M,476185.1086094435
1969,48,F,597805.9962921692
1969,48,M,442977.30514760996
1969,49,F,566971.086955825
1969,49,M,417556.49050339306
1969,50,F,597326.9130404376
1969,50,M,458155.61236439657
1969,51,F,481649.4524994824
1969,51,M,390412.03405345924
1969,52,F,491168.5319529421
1969,52,M,414914.7092905193
1969,53,F,496848.9708205057
1969,53,M,428054.3952390898
1969,54,F,505309.32346612186
1969,54,M,441834.0585891676
1969,55,F,463334.4385896813
1969,55,M,412239.3694358413
1969,56,F,493303.2969695772
1969,56,M,431768.4550696337
1969,57,F,469887.2217975365
1969,57,M,407609.1774736488
1969,58,F,478228.0426168422
1969,58,M,408456.58445482666
1969,59,F,441335.48348792543
1969,59,M,382343.42966246756
1969,60,F,430619.82749919425
1969,60,M,378265.4387487811
1969,61,F,404275.5494839118
1969,61,M,358876.66990588384
1969,62,F,378728.1467228863
1969,62,M,345271.01543398167
1969,63,F,368640.6853780685
1969,63,M,338860.9615249723
1969,64,F,307460.726398669
1969,64,M,289288.95857005974
1969,65,F,319931.794909477
1969,65,M,289426.271411414
1969,66,F,298751.2213967012
1969,66,M,275510.55575945874
1969,67,F,316980.91264400136
1969,67,M,280425.40495440294
1969,68,F,303352.61826547666
1969,68,M,265827.8713350098
1969,69,F,296918.4725878356
1969,69,M,255629.48941193253
1969,70,F,274482.89238435106
1969,70,M,231377.1438896826
1969,71,F,234541.33633324175
1969,71,M,197518.43874313592
1969,72,F,227633.75859501006
1969,72,M,186454.12478353432
1969,73,F,202783.47962847233
1969,73,M,164297.17855669177
1969,74,F,183800.56915042593
1969,74,M,144002.89931805377
1969,75,F,174003.10234486766
1969,75,M,133122.80370272783
1969,76,F,157710.9853515828
1969,76,M,116770.79011806838
1969,77,F,137786.44153080735
1969,77,M,98730.6241831552
1969,78,F,128794.01210412399
1969,78,M,88576.54313891825
1969,79,F,105188.3341217016
1969,79,M,69760.72460458387
